"Country or Area","Year","Value"
"European Union","1992","12286.2157191668"
"European Union","1991","11472.8014007994"
"European Union","1990","11028.6981219569"
"Finland","2019","18.20655183"
"Finland","2018","20.03044809"
"Finland","2017","24.44296515"
"Finland","2016","29.50073019"
"Finland","2015","21.56459112"
"Finland","2014","34.25063652"
"Finland","2013","30.70041204"
"Finland","2012","22.15592964"
"Finland","2011","23.67410498868"
"Finland","2010","21.791502978144"
"Finland","2009","26.710521984108"
"Finland","2008","26.658888399588"
"Finland","2007","19.173863533092"
"Finland","2006","27.564248995128"
"Finland","2005","22.189085937624"
"Finland","2004","23.838093445812"
"Finland","2003","25.56814686"
"Finland","2002","25.33507386"
"Finland","2001","25.526260531296"
"Finland","2000","26.059706382048"
"Finland","1999","30.756944424084"
"Finland","1998","38.62456971456"
"Finland","1997","50.108159919528"
"Finland","1996","54.159349308492"
"Finland","1995","36.980164585872"
"Finland","1994","23.861008164012"
"Finland","1993","19.746911690172"
"Finland","1992","25.670926187016"
"Finland","1991","40.161744209988"
"Finland","1990","52.483297558872"
"France","2019","381.426682877652"
"France","2018","433.9321858791"
"France","2017","462.155841709404"
"France","2016","507.83398682544"
"France","2015","499.265259630252"
"France","2014","475.330327272708"
"France","2013","584.75443683528"
"France","2012","656.523412350024"
"France","2011","652.249458413112"
"France","2010","876.580997352024"
"France","2009","953.187438238548"
"France","2008","1137.9268005372"
"France","2007","1150.8794367612"
"France","2006","1254.0794999292"
"France","2005","1356.75316904545"
"France","2004","1613.0476552812"
"France","2003","1581.83095500696"
"France","2002","1599.63903327346"
"France","2001","1827.5699816604"
"France","2000","2182.7075722555"
"France","1999","2295.46396167673"
"France","1998","2596.77745071256"
"France","1997","2479.22825128567"
"France","1996","2498.03943895181"
"France","1995","2470.09161152214"
"France","1994","2447.34672857388"
"France","1993","2299.01143597034"
"France","1992","2259.61450732548"
"France","1991","2220.83250920832"
"France","1990","2158.08854548748"
"Germany","2019","3919.330194564"
"Germany","2018","3870.614273376"
"Germany","2017","3759.572888244"
"Germany","2016","3457.205595864"
"Germany","2015","3246.742812996"
"Germany","2014","3066.147853428"
"Germany","2013","3122.34612426"
"Germany","2012","3082.58840994"
"Germany","2011","3035.331128556"
"Germany","2010","3002.479043808"
"Germany","2009","2942.522316096"
"Germany","2008","2942.667220128"
"Germany","2007","3089.621286312"
"Germany","2006","3200.64326112"
"Germany","2005","3252.036592236"
"Germany","2004","3241.04324574"
"Germany","2003","3013.409687568"
"Germany","2002","3082.252280028"
"Germany","2001","3751.778684304"
"Germany","2000","4072.497783552"
"Germany","1999","4289.752189152"
"Germany","1998","5888.914866984"
"Germany","1997","6108.844118424"
"Germany","1996","6162.492516372"
"Germany","1995","6467.149524288"
"Germany","1994","6249.227868708"
"Germany","1993","5973.591374304"
"Germany","1992","5237.80713126"
"Germany","1991","4745.87876928"
"Germany","1990","4427.998131636"
"Greece","2019","4.920569255256"
"Greece","2018","4.942690362"
"Greece","2017","5.011108602"
"Greece","2016","5.20201046892"
"Greece","2015","5.06042286336"
"Greece","2014","4.921542857208"
"Greece","2013","5.151171428604"
"Greece","2012","5.048571428604"
"Greece","2011","5.13"
"Greece","2010","5.8596"
"Greece","2009","5.016"
"Greece","2008","7.182"
"Greece","2007","9.462"
"Greece","2006","7.98"
"Greece","2005","6.156"
"Greece","2004","4.2636"
"Greece","2003","4.0584"
"Greece","2002","4.0584"
"Greece","2001","3.876"
"Greece","2000","3.8076"
"Greece","1999","3.6936"
"Greece","1998","3.6024"
"Greece","1997","3.5568"
"Greece","1996","3.5112"
"Greece","1995","3.42"
"Greece","1994","3.289356"
"Greece","1993","3.199182"
"Greece","1992","3.111288"
"Greece","1991","3.018948"
"Greece","1990","2.928888"
"Hungary","2019","101.137843904988"
"Hungary","2018","96.562998089688"
"Hungary","2017","113.842141208412"
"Hungary","2016","128.450080343676"
"Hungary","2015","118.34212053468"
"Hungary","2014","84.13917538914"
"Hungary","2013","97.85000201514"
"Hungary","2012","77.051891163048"
"Hungary","2011","77.590736957364"
"Hungary","2010","91.55000774874"
"Hungary","2009","77.441319804216"
"Hungary","2008","84.158031691608"
"Hungary","2007","100.57032305934"
"Hungary","2006","101.021849391312"
"Hungary","2005","89.580170917212"
"Hungary","2004","91.679842230408"
"Hungary","2003","75.140799016704"
"Hungary","2002","64.323758619924"
"Hungary","2001","80.351321301096"
"Hungary","2000","81.592306229808"
"Hungary","1999","72.153648103956"
"Hungary","1998","90.653255917236"
"Hungary","1997","77.939199643812"
"Hungary","1996","62.937538750728"
"Hungary","1995","51.047530754088"
"Hungary","1994","38.134839911892"
"Hungary","1993","30.037664626116"
"Hungary","1992","19.089662102076"
"Hungary","1991","13.470291620796"
"Hungary","1990","12.3870005943"
"Iceland","2019","1.994316"
"Iceland","2018","3.2601036"
"Iceland","2017","2.306757624"
"Iceland","2016","1.344582348"
"Iceland","2015","1.558363584"
